Verb,Pronunciation,SinhalaMeanings,Usage
claim,/kleɪm/,"ප්‍රකාශ කර සිටිනවා,
හිමිකම් ඉල්ලනවා","~ that...
~ something"
clap,/klæp/,"අත්පුඩි ගහනවා,
අත්පොලොසන් දෙනවා",~ (someone/something)
clean,/kliːn/,පිරිසිදු කරනවා,~ (something)
clear,/klɪə(r)/,"නිරවුල් කරනවා,
නිරවුල් වෙනවා",~ (something)
climb,/klaɪm/,(ඉහළට) නගිනවා,~ (up) something
close,/kləʊz/,"වහනවා,
සමීප වෙනවා",~ (something)
coach,/kəʊtʃ/,පුහුණු කරවනවා,"~ someone (in/on/for something)
~ something"
collapse,/kəˈlæps/,(ගොඩනැගිල්ලක්/කෙනක්/ ඇටවුමක්) කඩා වැටෙනවා,
collect,/kəˈlekt/,"රැස් කරනවා,
ලබා ගන්නවා",~ something (from someone/something)
colour,/ˈkʌlə(r)/,පාට කරනවා,~ something
comb,/kəʊm/,"පීරනවා,
ක්‍රමානුකූලව පිරික්සනවා","~ something
~ through something"
combine,/kəmˈbaɪn/,එකට එකතු කරනවා/වෙනවා,"~ with something
~ something (with something)"
come*,/kʌm/,"එනවා,
පැවතගෙන එනවා",~ adv./prep.
comfort,/ˈkʌmfət/,"සනසනවා,
අස්වසනවා",~ someone
comment,/ˈkɒment/,අදහස් දක්වනවා,"~ (on something)
~ that..."
commit,/kəˈmɪt/,"(අපරාධයක්) කරනවා,
සියදිවි නසා ගන්නවා,
යමක් කරන්නට බැඳෙනවා","~ (crimes/suicide)
~ someone"
communicate,/kəˈmjuːnɪkeɪt/,සන්නිවේදනය කරනවා,"~ with someone/something
~ something (to someone)"
compare,/kəmˈpeə(r)/,සංසන්දනය කරනවා,~ A with/to B
compete,/kəmˈpiːt/,තරඟ කරනවා,~ with/ against someone (for something)
compile,/kəmˈpaɪl/,"(පොතක/ලේඛනයක) කරුණු එක්රැස් කරනවා,
ග්‍රන්ථයක් සම්පාදනය කරනවා",~ something
complain,/kəmˈpleɪn/,"නොසතුට පළකරනවා,
පැමිණිලි කරනවා",~ (to someone) (about/of something)
complete,/kəmˈpliːt/,සම්පූර්ණ කරනවා,~ something
concentrate,/ˈkɒnsntreɪt/,"අවධානය යොමු කරනවා,
ඒකරාශී කරනවා","~ (on something)
~ something"
concern,/kənˈsɜːn/,"අදාළ වෙනවා,
යමක් හෝ යමෙක් ගැන කැක්කුමක් තියෙනවා",~ someone/something
conclude,/kənˈkluːd/,"අවසන් තීන්දුවකට එනවා,
නිගමනය කරනවා","~ something
~ that..."
condemn,/kənˈdem/,දැඩි අප්‍රසාදයට ලක්කරනවා,~ someone/something (for/as something)
conduct,/kənˈdʌkt/,"මෙහෙයවනවා,
හසුරවනවා",~ someone/something
confess,/kənˈfes/,"පාපොච්චාරණය කරනවා,
වරදක් කළ බව පිළිගන්නවා","~ something
~ to something
~ that..."
confirm,/kənˈfɜːm/,තහවුරු කරනවා,"~ something
~ someone (as …)
~ that...
~ wh-"
conflict,/kənˈflɪkt/,(අදහස්/විශ්වාස/කතන්දර) එකනෙක ගැටෙනවා,~ (with something)
confront,/kənˈfrʌnt/,(විරෝධයට/කරදරයට) මුහුණපෑමට සලස්වනවා,~ someone/something
confuse,/kənˈfjuːz/,"ව්‍යාකූල කරනවා,
ව්‍යාකූල වෙනවා,
පටලගන්නවා","~ (someone)
~ something
~ A and B"
connect,/kəˈnekt/,"සම්බන්ධ වෙනවා,
සම්බන්ධ කරනවා",~ (someone/something) (to/with)
consent,/kənˈsent/,අවසර දෙනවා,~ to something
consider,/kənˈsɪdə(r)/,සලකා බලනවා,~ someone/something
consist,/kənˈsɪst/,"(යම් දෙයකින්) සමන්විත වෙනවා,
(යම් දෙයක) පවතිනවා","~ of something
~ in something"
consult,/kənˈsʌlt/,(තොරතුරු/උපදෙස්) විමසා බලනවා,~ someone (about something)
consume,/kənˈsjuːm/,"පරිභෝජනය කරනවා,
තද බල හැඟීමකින් පුරවනවා","~ something
~ someone (P.V.)"
contact,/ˈkɒntækt/,සන්නිවේදනය කරගන්නවා,~ someone
contain,/kənˈteɪn/,"(යම් දෙයකින්) සමන්විත වෙනවා,
පැතිරීම වළක්වනවා,
මෙල්ල කරගන්නවා",~ something
continue,/kənˈtɪnjuː/,"නොනවත්වා කරගෙන යනවා,
විරාමයකින් පසුව කරගෙන යනවා","~ something
~ to do something
~ doing something"
contribute,/kənˈtrɪbjuːt/,(යම් දෙයකින්) දායක වෙනවා,~ (something) (to/towards something)
control,/kənˈtrəʊl/,"පාලනය කරනවා,
හසුරවනවා,
සීමා කරනවා",~ someone/something
convert,/kənˈvɜːt/,යම් දෙයක් වෙනත් දෙයක් බවට හැරෙනවා/හරවනවා,~ something (into something)
convince,/kənˈvɪns/,ඒත්තු ගන්වනවා,"~ someone (of something)
~ someone that"
cook,/kʊk/,උයනවා,"~ (something) (for someone)
~ someone something"
cooperate,/kəʊˈɒpəreɪt/,සහයෝගීව කටයුතු කරනවා,~ (with someone) (in/on something)
cope,/kəʊp/,අපහසු යමකට හෝ යමෙකුට සාර්ථකව මුහුණ දෙනවා,~ (with someone/something)
copy,/ˈkɒpi/,"පිටපත් කරනවා,
අනුකරණය කරනවා",~ someone/something
correct,/kəˈrekt/,වරද හරි ගස්සනවා,~ someone/something
cost**,/kɒst/,"මිල වෙනවා,
(කෙනෙකුට යම් දෙයක්) වියදම් වෙනවා","~ something
~ someone something"
cough,/kɒf/,කහිනවා,
count,/kaʊnt/,"ගණන් කරනවා,
වැදගත් වෙනවා,
අදාළ වෙනවා",~ (something)
cover,/ˈkʌvə(r)/,ආවරණය කරනවා,"~ someone/something (with something) (from something)
~ for someone"
crack,/kræk/,"ඉරි තැළෙනවා,
පළුදු වෙනවා",~ something
crash,/kræʃ/,"මහ හඬින් කැඩී බිඳවැටෙනවා,
වාහනයක් යමක ගැටෙනවා",~ (into something)
crawl,/krɔːl/,දණ ගාගෙන යනවා,~ (adv./prep.)
create,/kriˈeɪt/,නිර්මාණය කරනවා,~ something
creep*,/kriːp/,බඩ ගාගෙන යනවා,~ (adv./prep.)
criticize,/ˈkrɪtɪsaɪz/,විවේචනය කරනවා,~ someone/something
cross,/krɒs/,"යමක් හරහා යනවා,
කෙනෙක්ව තරහ ගස්සනවා,
මුහුම් කරනවා","~ something
~ someone
~ A with/and B"
crush,/krʌʃ/,"තලනවා,
කුඩු කරනවා,
සම්පූර්ණයෙන් පරාජය කරනවා",~ someone/something
cry,/kraɪ/,"අඬනවා,
කෑ මොර දෙනවා","~ (for something)
~ with something
~(over/about something)"
cure,/kjʊə(r)/,සුව කරනවා,"~ something
~ someone (of something)"
cut*,/kʌt/,"කැපෙනවා,
කපනවා,
කපාහරිනවා","~ something
~ someone something
~ something for someone"
